deviceId,temperature,humidity,createdAt
BOX-MUM-03,3.82,56.73,2025-01-02 18:20:00
BOX-MUM-03,3.92,56.59,2025-01-02 18:30:00
BOX-MUM-03,4.02,41.55,2025-01-02 18:40:00
BOX-MUM-03,4.32,44.55,2025-01-02 18:50:00
BOX-MUM-03,4.57,59.11,2025-01-02 19:00:00
BOX-MUM-03,4.74,42.19,2025-01-02 19:10:00
BOX-MUM-03,4.79,51.77,2025-01-02 19:20:00
BOX-MUM-03,4.68,58.09,2025-01-02 19:30:00
BOX-MUM-03,4.98,40.3,2025-01-02 19:40:00
BOX-MUM-03,5.16,45.23,2025-01-02 19:50:00
BOX-MUM-03,5.26,48.71,2025-01-02 20:00:00
BOX-MUM-03,5.38,49.04,2025-01-02 20:10:00
BOX-MUM-03,5.25,44.38,2025-01-02 20:20:00
BOX-MUM-03,5.35,58.17,2025-01-02 20:30:00
BOX-MUM-03,5.58,41.58,2025-01-02 20:40:00
BOX-MUM-03,5.39,50.56,2025-01-02 20:50:00
BOX-MUM-03,5.22,59.2,2025-01-02 21:00:00
BOX-MUM-03,5.03,41.64,2025-01-02 21:10:00
BOX-MUM-03,4.88,49.22,2025-01-02 21:20:00
BOX-MUM-03,4.91,49.34,2025-01-02 21:30:00
BOX-MUM-03,4.74,42.08,2025-01-02 21:40:00
BOX-MUM-03,4.72,47.34,2025-01-02 21:50:00
BOX-MUM-03,4.96,50.58,2025-01-02 22:00:00
BOX-MUM-03,4.97,46.95,2025-01-02 22:10:00
BOX-MUM-03,4.69,59.23,2025-01-02 22:20:00
BOX-MUM-03,4.52,52.99,2025-01-02 22:30:00
BOX-MUM-03,4.48,58.43,2025-01-02 22:40:00
BOX-MUM-03,4.25,52.16,2025-01-02 22:50:00
BOX-MUM-03,4.02,44.64,2025-01-02 23:00:00
BOX-MUM-03,3.72,54.0,2025-01-02 23:10:00
BOX-MUM-03,3.82,59.71,2025-01-02 23:20:00
BOX-MUM-03,3.98,54.42,2025-01-02 23:30:00
BOX-MUM-03,3.95,49.79,2025-01-02 23:40:00
BOX-MUM-03,3.94,46.06,2025-01-02 23:50:00
BOX-MUM-03,4.09,56.9,2025-01-03 00:00:00
BOX-MUM-03,4.05,56.58,2025-01-03 00:10:00
BOX-MUM-03,4.04,43.16,2025-01-03 00:20:00
BOX-MUM-03,3.77,51.59,2025-01-03 00:30:00
BOX-MUM-03,4.04,46.12,2025-01-03 00:40:00
BOX-MUM-03,3.77,42.31,2025-01-03 00:50:00
BOX-MUM-03,3.92,53.05,2025-01-03 01:00:00
BOX-MUM-03,3.81,59.61,2025-01-03 01:10:00
BOX-MUM-03,3.94,48.58,2025-01-03 01:20:00
BOX-MUM-03,4.12,45.75,2025-01-03 01:30:00
BOX-MUM-03,3.89,59.1,2025-01-03 01:40:00
BOX-MUM-03,4.15,40.85,2025-01-03 01:50:00
BOX-MUM-03,4.26,41.45,2025-01-03 02:00:00
BOX-MUM-03,4.4,53.49,2025-01-03 02:10:00
BOX-MUM-03,4.27,55.42,2025-01-03 02:20:00
BOX-MUM-03,4.42,41.62,2025-01-03 02:30:00
BOX-MUM-03,4.7,55.93,2025-01-03 02:40:00
BOX-MUM-03,4.88,47.67,2025-01-03 02:50:00
BOX-MUM-03,4.92,50.03,2025-01-03 03:00:00
BOX-MUM-03,4.7,54.3,2025-01-03 03:10:00
BOX-MUM-03,4.99,49.25,2025-01-03 03:20:00
BOX-MUM-03,5.19,58.75,2025-01-03 03:30:00
BOX-MUM-03,5.41,40.73,2025-01-03 03:40:00
BOX-MUM-03,5.38,53.96,2025-01-03 03:50:00
BOX-MUM-03,5.42,54.4,2025-01-03 04:00:00
BOX-MUM-03,5.4,40.78,2025-01-03 04:10:00
BOX-MUM-03,5.38,52.56,2025-01-03 04:20:00
BOX-MUM-03,5.37,40.19,2025-01-03 04:30:00
BOX-MUM-03,5.41,41.9,2025-01-03 04:40:00
BOX-MUM-03,5.28,47.86,2025-01-03 04:50:00
BOX-MUM-03,5.22,52.79,2025-01-03 05:00:00
BOX-MUM-03,4.95,55.65,2025-01-03 05:10:00
BOX-MUM-03,4.67,51.68,2025-01-03 05:20:00
BOX-MUM-03,4.61,48.53,2025-01-03 05:30:00
BOX-MUM-03,4.34,51.47,2025-01-03 05:40:00
BOX-MUM-03,4.07,43.15,2025-01-03 05:50:00
BOX-MUM-03,4.09,59.71,2025-01-03 06:00:00
BOX-MUM-03,4.36,52.95,2025-01-03 06:10:00
BOX-MUM-03,4.64,57.03,2025-01-03 06:20:00
BOX-MUM-03,4.9,41.17,2025-01-03 06:30:00
BOX-MUM-03,5.01,50.85,2025-01-03 06:40:00
BOX-MUM-03,4.79,42.36,2025-01-03 06:50:00
BOX-MUM-03,5.06,49.58,2025-01-03 07:00:00
BOX-MUM-03,5.27,54.59,2025-01-03 07:10:00
BOX-MUM-03,5.46,58.19,2025-01-03 07:20:00
BOX-MUM-03,5.39,52.74,2025-01-03 07:30:00
BOX-MUM-03,5.16,41.0,2025-01-03 07:40:00
BOX-MUM-03,4.93,40.26,2025-01-03 07:50:00
BOX-MUM-03,4.63,55.77,2025-01-03 08:00:00
BOX-MUM-03,4.74,44.71,2025-01-03 08:10:00
BOX-MUM-03,4.8,50.48,2025-01-03 08:20:00
BOX-MUM-03,4.58,59.56,2025-01-03 08:30:00
BOX-MUM-03,4.74,42.83,2025-01-03 08:40:00
BOX-MUM-03,4.75,53.38,2025-01-03 08:50:00
BOX-MUM-03,4.9,50.13,2025-01-03 09:00:00
BOX-MUM-03,4.77,41.25,2025-01-03 09:10:00
BOX-MUM-03,4.54,47.53,2025-01-03 09:20:00
BOX-MUM-03,4.27,43.99,2025-01-03 09:30:00
BOX-MUM-03,4.43,41.14,2025-01-03 09:40:00
BOX-MUM-03,4.4,59.0,2025-01-03 09:50:00
BOX-MUM-03,4.14,43.79,2025-01-03 10:00:00
BOX-MUM-03,3.94,50.59,2025-01-03 10:10:00
BOX-MUM-03,3.96,40.98,2025-01-03 10:20:00
BOX-MUM-03,4.13,40.94,2025-01-03 10:30:00
BOX-MUM-03,3.93,57.24,2025-01-03 10:40:00
BOX-MUM-03,3.65,49.67,2025-01-03 10:50:00
BOX-MUM-03,3.74,44.03,2025-01-03 11:00:00
BOX-MUM-03,3.58,43.21,2025-01-03 11:10:00
BOX-MUM-03,3.85,53.53,2025-01-03 11:20:00
BOX-MUM-03,3.92,51.1,2025-01-03 11:30:00
BOX-MUM-03,3.77,41.09,2025-01-03 11:40:00
BOX-MUM-03,3.85,59.19,2025-01-03 11:50:00
BOX-MUM-03,3.89,56.89,2025-01-03 12:00:00
BOX-MUM-03,3.74,54.31,2025-01-03 12:10:00
BOX-MUM-03,4.0,49.05,2025-01-03 12:20:00
BOX-MUM-03,4.28,50.46,2025-01-03 12:30:00
BOX-MUM-03,4.06,51.72,2025-01-03 12:40:00
BOX-MUM-03,4.04,40.22,2025-01-03 12:50:00
BOX-MUM-03,4.16,54.59,2025-01-03 13:00:00
BOX-MUM-03,3.97,44.34,2025-01-03 13:10:00
BOX-MUM-03,3.97,52.03,2025-01-03 13:20:00
BOX-MUM-03,4.15,46.64,2025-01-03 13:30:00
BOX-MUM-03,4.45,48.79,2025-01-03 13:40:00
BOX-MUM-03,4.39,54.3,2025-01-03 13:50:00
BOX-MUM-03,4.14,58.03,2025-01-03 14:00:00
BOX-MUM-03,4.41,40.17,2025-01-03 14:10:00
BOX-MUM-03,4.36,56.93,2025-01-03 14:20:00
BOX-MUM-03,4.15,58.41,2025-01-03 14:30:00
BOX-MUM-03,3.88,40.1,2025-01-03 14:40:00
BOX-MUM-03,3.78,55.79,2025-01-03 14:50:00
BOX-MUM-03,3.56,54.01,2025-01-03 15:00:00
BOX-MUM-03,3.41,42.01,2025-01-03 15:10:00
BOX-MUM-03,3.59,49.04,2025-01-03 15:20:00
BOX-MUM-03,3.65,54.55,2025-01-03 15:30:00
BOX-MUM-03,3.47,51.14,2025-01-03 15:40:00
BOX-MUM-03,3.49,58.36,2025-01-03 15:50:00
BOX-MUM-03,3.27,52.47,2025-01-03 16:00:00
BOX-MUM-03,2.99,55.96,2025-01-03 16:10:00
BOX-MUM-03,3.18,41.76,2025-01-03 16:20:00
BOX-MUM-03,3.05,46.89,2025-01-03 16:30:00
BOX-MUM-03,3.3,44.62,2025-01-03 16:40:00
BOX-MUM-03,3.07,54.89,2025-01-03 16:50:00
BOX-MUM-03,2.92,48.37,2025-01-03 17:00:00
BOX-MUM-03,2.83,41.58,2025-01-03 17:10:00
BOX-MUM-03,2.64,56.02,2025-01-03 17:20:00
BOX-MUM-03,2.79,55.58,2025-01-03 17:30:00
BOX-MUM-03,2.67,47.37,2025-01-03 17:40:00
BOX-MUM-03,2.46,58.78,2025-01-03 17:50:00
BOX-MUM-03,2.42,48.44,2025-01-03 18:00:00
BOX-MUM-03,2.43,45.66,2025-01-03 18:10:00
BOX-MUM-03,2.18,45.82,2025-01-03 18:20:00
BOX-MUM-03,2.0,44.76,2025-01-03 18:30:00
BOX-MUM-03,1.94,48.52,2025-01-03 18:40:00
BOX-MUM-03,2.18,47.21,2025-01-03 18:50:00
BOX-MUM-03,1.96,50.72,2025-01-03 19:00:00
BOX-MUM-03,1.83,46.76,2025-01-03 19:10:00
BOX-MUM-03,1.62,40.92,2025-01-03 19:20:00
BOX-MUM-03,1.35,54.42,2025-01-03 19:30:00
BOX-MUM-03,1.51,57.32,2025-01-03 19:40:00
BOX-MUM-03,1.27,58.01,2025-01-03 19:50:00
BOX-MUM-03,1.51,45.58,2025-01-03 20:00:00
BOX-MUM-03,1.8,44.12,2025-01-03 20:10:00
BOX-MUM-03,1.57,58.68,2025-01-03 20:20:00
BOX-MUM-03,1.7,58.15,2025-01-03 20:30:00
BOX-MUM-03,1.75,41.64,2025-01-03 20:40:00
BOX-MUM-03,1.51,58.92,2025-01-03 20:50:00
BOX-MUM-03,1.41,51.83,2025-01-03 21:00:00
BOX-MUM-03,1.46,44.37,2025-01-03 21:10:00
BOX-MUM-03,1.47,44.82,2025-01-03 21:20:00
BOX-MUM-03,1.74,42.3,2025-01-03 21:30:00
BOX-MUM-03,1.54,42.53,2025-01-03 21:40:00
BOX-MUM-03,1.65,40.47,2025-01-03 21:50:00
BOX-MUM-03,1.64,40.5,2025-01-03 22:00:00
BOX-MUM-03,1.77,49.33,2025-01-03 22:10:00
BOX-MUM-03,1.83,59.91,2025-01-03 22:20:00
BOX-MUM-03,1.84,42.12,2025-01-03 22:30:00
BOX-MUM-03,1.67,46.15,2025-01-03 22:40:00
BOX-MUM-03,1.95,54.54,2025-01-03 22:50:00
BOX-MUM-03,2.0,52.67,2025-01-03 23:00:00
BOX-MUM-03,1.89,55.97,2025-01-03 23:10:00
BOX-MUM-03,1.83,44.41,2025-01-03 23:20:00
BOX-MUM-03,2.11,52.97,2025-01-03 23:30:00
BOX-MUM-03,1.97,40.25,2025-01-03 23:40:00
BOX-MUM-03,2.18,52.34,2025-01-03 23:50:00
BOX-MUM-03,2.03,49.79,2025-01-04 00:00:00
BOX-MUM-03,2.13,49.49,2025-01-04 00:10:00
BOX-MUM-03,2.06,57.4,2025-01-04 00:20:00
BOX-MUM-03,2.27,51.03,2025-01-04 00:30:00
BOX-MUM-03,2.15,47.83,2025-01-04 00:40:00
BOX-MUM-03,1.89,43.2,2025-01-04 00:50:00
BOX-MUM-03,2.09,59.47,2025-01-04 01:00:00
BOX-MUM-03,1.91,47.09,2025-01-04 01:10:00
BOX-MUM-03,1.72,45.79,2025-01-04 01:20:00
BOX-MUM-03,1.92,47.3,2025-01-04 01:30:00
BOX-MUM-03,1.87,45.73,2025-01-04 01:40:00
BOX-MUM-03,1.88,54.05,2025-01-04 01:50:00
BOX-MUM-03,1.65,48.15,2025-01-04 02:00:00
BOX-MUM-03,1.57,49.37,2025-01-04 02:10:00
BOX-MUM-03,1.63,41.68,2025-01-04 02:20:00
BOX-MUM-03,1.69,49.83,2025-01-04 02:30:00
BOX-MUM-03,1.64,57.61,2025-01-04 02:40:00
BOX-MUM-03,1.54,41.61,2025-01-04 02:50:00
BOX-MUM-03,1.29,46.31,2025-01-04 03:00:00
BOX-MUM-03,1.51,58.33,2025-01-04 03:10:00
BOX-MUM-03,1.4,54.7,2025-01-04 03:20:00
BOX-MUM-03,1.67,50.2,2025-01-04 03:30:00
BOX-MUM-03,1.68,50.04,2025-01-04 03:40:00
BOX-MUM-03,1.47,58.53,2025-01-04 03:50:00
BOX-MUM-03,1.54,46.48,2025-01-04 04:00:00
BOX-MUM-03,1.31,46.72,2025-01-04 04:10:00
BOX-MUM-03,1.04,42.39,2025-01-04 04:20:00
BOX-MUM-03,1.01,59.03,2025-01-04 04:30:00
BOX-MUM-03,0.91,54.44,2025-01-04 04:40:00
BOX-MUM-03,1.06,45.65,2025-01-04 04:50:00
BOX-MUM-03,0.76,59.94,2025-01-04 05:00:00
BOX-MUM-03,0.94,58.52,2025-01-04 05:10:00
BOX-MUM-03,1.13,55.64,2025-01-04 05:20:00
BOX-MUM-03,0.93,58.07,2025-01-04 05:30:00
BOX-MUM-03,0.79,41.22,2025-01-04 05:40:00
BOX-MUM-03,0.82,53.67,2025-01-04 05:50:00
BOX-MUM-03,0.77,42.47,2025-01-04 06:00:00
BOX-MUM-03,0.87,58.76,2025-01-04 06:10:00
BOX-MUM-03,1.0,57.87,2025-01-04 06:20:00
BOX-MUM-03,1.11,52.45,2025-01-04 06:30:00
BOX-MUM-03,1.4,56.5,2025-01-04 06:40:00
BOX-MUM-03,1.31,56.9,2025-01-04 06:50:00
BOX-MUM-03,1.43,54.41,2025-01-04 07:00:00
BOX-MUM-03,1.68,48.5,2025-01-04 07:10:00
BOX-MUM-03,1.42,53.12,2025-01-04 07:20:00
BOX-MUM-03,1.15,47.96,2025-01-04 07:30:00
BOX-MUM-03,0.98,40.44,2025-01-04 07:40:00
BOX-MUM-03,0.84,43.92,2025-01-04 07:50:00
BOX-MUM-03,1.1,41.21,2025-01-04 08:00:00
BOX-MUM-03,1.23,53.11,2025-01-04 08:10:00
BOX-MUM-03,1.47,46.03,2025-01-04 08:20:00
BOX-MUM-03,1.38,46.91,2025-01-04 08:30:00
BOX-MUM-03,1.38,49.73,2025-01-04 08:40:00
BOX-MUM-03,1.38,44.19,2025-01-04 08:50:00
BOX-MUM-03,1.45,55.6,2025-01-04 09:00:00
BOX-MUM-03,1.44,41.06,2025-01-04 09:10:00
BOX-MUM-03,1.16,58.24,2025-01-04 09:20:00
BOX-MUM-03,1.33,47.21,2025-01-04 09:30:00
BOX-MUM-03,1.43,44.66,2025-01-04 09:40:00
BOX-MUM-03,1.14,42.48,2025-01-04 09:50:00
BOX-MUM-03,0.92,51.39,2025-01-04 10:00:00
BOX-MUM-03,0.95,46.44,2025-01-04 10:10:00
BOX-MUM-03,0.76,58.21,2025-01-04 10:20:00
BOX-MUM-03,0.8,46.82,2025-01-04 10:30:00
BOX-MUM-03,1.07,42.96,2025-01-04 10:40:00
BOX-MUM-03,1.03,50.78,2025-01-04 10:50:00
BOX-MUM-03,0.79,59.54,2025-01-04 11:00:00
BOX-MUM-03,0.98,41.14,2025-01-04 11:10:00
BOX-MUM-03,0.83,49.71,2025-01-04 11:20:00
BOX-MUM-03,0.85,50.49,2025-01-04 11:30:00
BOX-MUM-03,0.9,49.96,2025-01-04 11:40:00
BOX-MUM-03,0.98,52.29,2025-01-04 11:50:00
BOX-MUM-03,0.73,59.82,2025-01-04 12:00:00
BOX-MUM-03,0.48,57.26,2025-01-04 12:10:00
BOX-MUM-03,0.32,58.56,2025-01-04 12:20:00
BOX-MUM-03,0.48,48.86,2025-01-04 12:30:00
BOX-MUM-03,0.28,46.7,2025-01-04 12:40:00
BOX-MUM-03,0.05,42.78,2025-01-04 12:50:00
BOX-MUM-03,-0.02,58.41,2025-01-04 13:00:00
BOX-MUM-03,0.21,51.04,2025-01-04 13:10:00
BOX-MUM-03,0.14,43.02,2025-01-04 13:20:00
BOX-MUM-03,0.18,57.52,2025-01-04 13:30:00
BOX-MUM-03,0.2,56.3,2025-01-04 13:40:00
BOX-MUM-03,0.41,43.97,2025-01-04 13:50:00
BOX-MUM-03,0.48,58.65,2025-01-04 14:00:00
BOX-MUM-03,0.47,57.46,2025-01-04 14:10:00
BOX-MUM-03,0.56,42.85,2025-01-04 14:20:00
BOX-MUM-03,0.38,46.36,2025-01-04 14:30:00
BOX-MUM-03,0.39,54.69,2025-01-04 14:40:00
BOX-MUM-03,0.19,49.15,2025-01-04 14:50:00
BOX-MUM-03,-0.1,42.3,2025-01-04 15:00:00
BOX-MUM-03,-0.11,57.45,2025-01-04 15:10:00
BOX-MUM-03,-0.16,52.14,2025-01-04 15:20:00
BOX-MUM-03,-0.01,41.33,2025-01-04 15:30:00
BOX-MUM-03,0.24,42.64,2025-01-04 15:40:00
BOX-MUM-03,-0.01,51.15,2025-01-04 15:50:00
BOX-MUM-03,0.2,49.91,2025-01-04 16:00:00
BOX-MUM-03,0.39,52.21,2025-01-04 16:10:00
BOX-MUM-03,0.45,55.68,2025-01-04 16:20:00
BOX-MUM-03,0.43,49.54,2025-01-04 16:30:00
BOX-MUM-03,0.35,59.67,2025-01-04 16:40:00
BOX-MUM-03,0.1,48.19,2025-01-04 16:50:00
BOX-MUM-03,-0.13,49.96,2025-01-04 17:00:00
BOX-MUM-03,-0.09,57.41,2025-01-04 17:10:00
BOX-MUM-03,-0.12,59.93,2025-01-04 17:20:00
BOX-MUM-03,0.05,53.01,2025-01-04 17:30:00
BOX-MUM-03,0.17,40.5,2025-01-04 17:40:00
BOX-MUM-03,-0.09,45.86,2025-01-04 17:50:00
BOX-MUM-03,-0.11,49.5,2025-01-04 18:00:00
BOX-MUM-03,-0.06,57.14,2025-01-04 18:10:00
BOX-MUM-03,-0.09,41.32,2025-01-04 18:20:00
BOX-MUM-03,0.19,51.57,2025-01-04 18:30:00
BOX-MUM-03,-0.08,47.85,2025-01-04 18:40:00
BOX-MUM-03,0.2,42.11,2025-01-04 18:50:00
BOX-MUM-03,0.13,44.57,2025-01-04 19:00:00
BOX-MUM-03,-0.06,55.88,2025-01-04 19:10:00
BOX-MUM-03,0.08,42.24,2025-01-04 19:20:00
BOX-MUM-03,0.31,53.9,2025-01-04 19:30:00
BOX-MUM-03,0.17,45.13,2025-01-04 19:40:00
BOX-MUM-03,0.11,54.34,2025-01-04 19:50:00
BOX-MUM-03,-0.14,55.01,2025-01-04 20:00:00
BOX-MUM-03,-0.42,48.92,2025-01-04 20:10:00
BOX-MUM-03,-0.18,51.61,2025-01-04 20:20:00
BOX-MUM-03,-0.02,47.52,2025-01-04 20:30:00
BOX-MUM-03,-0.12,59.91,2025-01-04 20:40:00
BOX-MUM-03,0.03,56.74,2025-01-04 20:50:00
BOX-MUM-03,0.09,51.03,2025-01-04 21:00:00
BOX-MUM-03,0.16,53.27,2025-01-04 21:10:00
BOX-MUM-03,0.19,45.01,2025-01-04 21:20:00
BOX-MUM-03,0.06,49.71,2025-01-04 21:30:00
BOX-MUM-03,0.23,56.19,2025-01-04 21:40:00
BOX-MUM-03,0.51,45.96,2025-01-04 21:50:00
BOX-MUM-03,0.5,49.39,2025-01-04 22:00:00
BOX-MUM-03,0.23,40.19,2025-01-04 22:10:00
BOX-MUM-03,0.14,50.93,2025-01-04 22:20:00
BOX-MUM-03,0.15,49.62,2025-01-04 22:30:00
BOX-MUM-03,-0.11,49.04,2025-01-04 22:40:00
BOX-MUM-03,-0.26,41.33,2025-01-04 22:50:00
BOX-MUM-03,-0.02,43.34,2025-01-04 23:00:00
BOX-MUM-03,0.22,49.47,2025-01-04 23:10:00
BOX-MUM-03,0.07,59.8,2025-01-04 23:20:00
BOX-MUM-03,-0.21,51.4,2025-01-04 23:30:00
BOX-MUM-03,-0.2,48.18,2025-01-04 23:40:00
BOX-MUM-03,0.08,59.81,2025-01-04 23:50:00
BOX-MUM-03,-0.09,40.84,2025-01-05 00:00:00
BOX-MUM-03,-0.17,55.94,2025-01-05 00:10:00
BOX-MUM-03,-0.03,40.79,2025-01-05 00:20:00
BOX-MUM-03,-0.07,55.12,2025-01-05 00:30:00
BOX-MUM-03,-0.34,44.83,2025-01-05 00:40:00
BOX-MUM-03,-0.13,44.67,2025-01-05 00:50:00
BOX-MUM-03,-0.12,51.63,2025-01-05 01:00:00
BOX-MUM-03,0.04,59.31,2025-01-05 01:10:00
BOX-MUM-03,0.28,52.95,2025-01-05 01:20:00
BOX-MUM-03,0.52,56.38,2025-01-05 01:30:00
BOX-MUM-03,0.64,52.39,2025-01-05 01:40:00
BOX-MUM-03,0.57,50.19,2025-01-05 01:50:00
BOX-MUM-03,0.69,50.23,2025-01-05 02:00:00
BOX-MUM-03,0.83,50.8,2025-01-05 02:10:00
BOX-MUM-03,1.12,40.65,2025-01-05 02:20:00
BOX-MUM-03,1.39,52.35,2025-01-05 02:30:00
BOX-MUM-03,1.17,48.04,2025-01-05 02:40:00
BOX-MUM-03,0.98,54.79,2025-01-05 02:50:00
BOX-MUM-03,1.16,55.63,2025-01-05 03:00:00
BOX-MUM-03,0.96,42.16,2025-01-05 03:10:00
BOX-MUM-03,0.94,46.93,2025-01-05 03:20:00
BOX-MUM-03,0.85,53.76,2025-01-05 03:30:00
BOX-MUM-03,0.72,57.14,2025-01-05 03:40:00
BOX-MUM-03,1.0,56.63,2025-01-05 03:50:00
BOX-MUM-03,1.14,54.0,2025-01-05 04:00:00
BOX-MUM-03,1.06,47.15,2025-01-05 04:10:00
BOX-MUM-03,1.19,48.09,2025-01-05 04:20:00
BOX-MUM-03,1.47,48.49,2025-01-05 04:30:00
BOX-MUM-03,1.73,57.01,2025-01-05 04:40:00
BOX-MUM-03,1.92,58.49,2025-01-05 04:50:00
BOX-MUM-03,1.87,47.95,2025-01-05 05:00:00
BOX-MUM-03,1.81,42.94,2025-01-05 05:10:00
BOX-MUM-03,1.69,50.73,2025-01-05 05:20:00
BOX-MUM-03,1.72,41.97,2025-01-05 05:30:00
BOX-MUM-03,1.79,53.53,2025-01-05 05:40:00
BOX-MUM-03,1.57,58.93,2025-01-05 05:50:00
BOX-MUM-03,1.68,48.02,2025-01-05 06:00:00
BOX-MUM-03,1.65,53.98,2025-01-05 06:10:00
BOX-MUM-03,1.78,47.97,2025-01-05 06:20:00
BOX-MUM-03,1.65,54.69,2025-01-05 06:30:00
BOX-MUM-03,1.77,54.69,2025-01-05 06:40:00
BOX-MUM-03,1.72,44.83,2025-01-05 06:50:00
BOX-MUM-03,1.61,52.01,2025-01-05 07:00:00
BOX-MUM-03,1.8,57.04,2025-01-05 07:10:00
BOX-MUM-03,2.09,50.71,2025-01-05 07:20:00
BOX-MUM-03,2.03,47.09,2025-01-05 07:30:00
BOX-MUM-03,2.06,57.15,2025-01-05 07:40:00
BOX-MUM-03,1.77,43.2,2025-01-05 07:50:00
BOX-MUM-03,1.93,52.49,2025-01-05 08:00:00
BOX-MUM-03,1.66,58.69,2025-01-05 08:10:00
BOX-MUM-03,1.52,55.15,2025-01-05 08:20:00
BOX-MUM-03,1.8,49.78,2025-01-05 08:30:00
BOX-MUM-03,1.96,50.79,2025-01-05 08:40:00
BOX-MUM-03,1.66,40.71,2025-01-05 08:50:00
BOX-MUM-03,1.57,45.4,2025-01-05 09:00:00
BOX-MUM-03,1.71,49.48,2025-01-05 09:10:00
BOX-MUM-03,1.48,55.88,2025-01-05 09:20:00
BOX-MUM-03,1.58,49.1,2025-01-05 09:30:00
BOX-MUM-03,1.58,40.43,2025-01-05 09:40:00
BOX-MUM-03,1.76,51.66,2025-01-05 09:50:00
BOX-MUM-03,1.65,53.1,2025-01-05 10:00:00
BOX-MUM-03,1.81,52.03,2025-01-05 10:10:00
BOX-MUM-03,1.8,59.54,2025-01-05 10:20:00
BOX-MUM-03,1.64,44.37,2025-01-05 10:30:00
BOX-MUM-03,1.62,54.83,2025-01-05 10:40:00
BOX-MUM-03,1.34,48.19,2025-01-05 10:50:00
BOX-MUM-03,1.45,55.45,2025-01-05 11:00:00
BOX-MUM-03,1.4,51.43,2025-01-05 11:10:00
BOX-MUM-03,1.17,43.97,2025-01-05 11:20:00
BOX-MUM-03,1.09,53.22,2025-01-05 11:30:00
BOX-MUM-03,0.83,58.7,2025-01-05 11:40:00
BOX-MUM-03,0.64,48.09,2025-01-05 11:50:00
BOX-MUM-03,0.8,55.68,2025-01-05 12:00:00
BOX-MUM-03,1.0,41.28,2025-01-05 12:10:00
BOX-MUM-03,1.29,40.54,2025-01-05 12:20:00
BOX-MUM-03,1.08,57.2,2025-01-05 12:30:00
BOX-MUM-03,0.85,47.03,2025-01-05 12:40:00
BOX-MUM-03,0.75,54.61,2025-01-05 12:50:00
BOX-MUM-03,0.84,43.45,2025-01-05 13:00:00
BOX-MUM-03,0.58,47.32,2025-01-05 13:10:00
BOX-MUM-03,0.87,59.95,2025-01-05 13:20:00
BOX-MUM-03,0.75,43.21,2025-01-05 13:30:00
BOX-MUM-03,0.56,40.43,2025-01-05 13:40:00
BOX-MUM-03,0.73,59.83,2025-01-05 13:50:00
BOX-MUM-03,0.65,46.64,2025-01-05 14:00:00
BOX-MUM-03,0.7,40.82,2025-01-05 14:10:00
BOX-MUM-03,0.58,54.52,2025-01-05 14:20:00
BOX-MUM-03,0.79,59.81,2025-01-05 14:30:00
BOX-MUM-03,0.8,42.2,2025-01-05 14:40:00
BOX-MUM-03,0.88,46.1,2025-01-05 14:50:00
BOX-MUM-03,0.93,54.3,2025-01-05 15:00:00
BOX-MUM-03,0.78,47.55,2025-01-05 15:10:00
BOX-MUM-03,0.75,44.35,2025-01-05 15:20:00
BOX-MUM-03,0.47,59.26,2025-01-05 15:30:00
BOX-MUM-03,0.35,55.05,2025-01-05 15:40:00
BOX-MUM-03,0.2,53.13,2025-01-05 15:50:00
BOX-MUM-03,0.33,54.96,2025-01-05 16:00:00
BOX-MUM-03,0.23,48.76,2025-01-05 16:10:00
BOX-MUM-03,0.45,47.78,2025-01-05 16:20:00
BOX-MUM-03,0.55,47.74,2025-01-05 16:30:00
BOX-MUM-03,0.52,40.34,2025-01-05 16:40:00
BOX-MUM-03,0.29,53.6,2025-01-05 16:50:00
BOX-MUM-03,0.51,48.13,2025-01-05 17:00:00
BOX-MUM-03,0.31,40.95,2025-01-05 17:10:00
BOX-MUM-03,0.54,48.61,2025-01-05 17:20:00
BOX-MUM-03,0.43,40.47,2025-01-05 17:30:00
BOX-MUM-03,0.2,48.99,2025-01-05 17:40:00
BOX-MUM-03,0.24,44.9,2025-01-05 17:50:00
BOX-MUM-03,-0.0,44.11,2025-01-05 18:00:00
BOX-MUM-03,0.02,46.39,2025-01-05 18:10:00
BOX-MUM-03,0.03,41.38,2025-01-05 18:20:00
BOX-MUM-03,-0.23,41.87,2025-01-05 18:30:00
BOX-MUM-03,-0.18,43.54,2025-01-05 18:40:00
BOX-MUM-03,0.01,56.38,2025-01-05 18:50:00
BOX-MUM-03,-0.16,51.31,2025-01-05 19:00:00
BOX-MUM-03,-0.06,49.09,2025-01-05 19:10:00
BOX-MUM-03,0.08,46.26,2025-01-05 19:20:00
BOX-MUM-03,0.36,41.67,2025-01-05 19:30:00
BOX-MUM-03,0.6,40.36,2025-01-05 19:40:00
BOX-MUM-03,0.59,51.1,2025-01-05 19:50:00
BOX-MUM-03,0.87,55.81,2025-01-05 20:00:00
BOX-MUM-03,1.05,54.49,2025-01-05 20:10:00
BOX-MUM-03,0.8,54.56,2025-01-05 20:20:00
BOX-MUM-03,0.93,56.1,2025-01-05 20:30:00
BOX-MUM-03,0.9,56.9,2025-01-05 20:40:00
BOX-MUM-03,0.95,56.35,2025-01-05 20:50:00
BOX-MUM-03,0.76,49.34,2025-01-05 21:00:00
